"Id","Sales"
1,4770.5
2,7864.5
3,8955
4,6893
5,6697
6,5829
7,8004
8,8078
9,5365
10,6007
11,7041
12,8110.5
13,7322
14,9156
15,6017
16,4847
17,6042
18,9735
19,11966
20,10178
21,7403.5
22,6297
23,5984
24,4668.5
25,8538
26,10699.5
27,9441
28,6125.5
29,5158.5
30,5127.5
31,5497.5
32,10818.5
33,7604.5
34,5884
35,5753.5
36,7585
37,4175
38,7166
39,4539.5
40,6749.5
41,8233
42,5505
43,7587.5
44,6442
45,4833
46,7043.5
47,7374
48,11464.5
49,6343
50,8619
51,6954
52,9788.5
53,6752.5
54,9729
55,4897
56,5213
57,6416.5
58,6012
59,8801
60,7879.5
61,5726.5
62,7943.5
63,6384
64,10747.5
65,4059
66,13417.5
67,5177.5
68,6146
69,8638
70,5637
71,6491
72,6575
73,7808.5
74,5427
75,5422.5
76,7963
77,7800
78,7428
79,5009
80,7253
81,10934.5
82,6601
83,4673
84,7272
85,6027
86,6863.5
87,7069.5
88,4232.5
89,7834
90,6100
91,7460.5
92,6454
93,4348.5
94,6577
95,5463
96,7575
97,9674
98,5317.5
99,5689.5
100,6631.5
101,6126.5
102,5986.5
103,8169.5
104,6900
105,7937.5
106,5944
107,4681
108,6714.5
109,8437
110,9306
111,8414
112,8193
113,6184
114,8658
115,5946.5
116,8290
117,9173
118,6998
119,10278.5
120,8081
121,8022
122,6319.5
123,7372
124,8158
125,6593
126,4196.5
127,6029
128,8235.5
129,7522.5
130,5228.5
131,9177.5
132,6869
133,5776
134,5905
135,5783.5
136,7741
137,7824
138,7426
139,5619.5
140,4734
141,6863
142,4050
143,6355
144,5259
145,9270.5
146,7282
147,6729
148,7912.5
149,5617
150,4915
151,11019
152,7021
153,8355.5
154,8006.5
155,6010.5
156,6313
157,5449
158,8256.5
159,11703
160,6374
161,3433.5
162,4852
163,8499
164,9060.5
165,6647
166,7496.5
167,4912
168,5810.5
169,3384
170,5206.5
171,5998
172,6917
173,7577.5
174,6325
175,8177.5
176,9385
177,7605
178,4941
179,9780
180,11173.5
181,6684.5
182,8243
183,5454.5
184,6422
185,4539.5
186,7762
187,5415
188,8975
189,7465
190,9258.5
191,8472
192,5613
193,8954.5
194,19562
195,11281
196,6037.5
197,3034
198,6323
199,10260.5
200,5789
201,12093
202,19609.5
203,3425.5
204,5644.5
205,10118
206,5206
207,9859.5
208,7261.5
209,7383.5
210,3653
211,7235.5
212,6469
213,7465
214,8969
215,6661
216,6133
217,7136
218,5363
219,4814
220,7925
221,6285.5
222,6415.5
223,7413
224,6526
225,5475
226,7724.5
227,7577
228,8693
229,5994
230,7532
231,5928
232,3837.5
233,6609
234,7615
235,5665.5
236,4693
237,9796
238,8110.5
239,9370
240,7152
241,6084.5
242,5687
243,4623
244,10469
245,5046.5
246,7958
247,15483
248,7454
249,8862
250,5287.5
251,4692
252,7451.5
253,4255
254,7005
255,11051
256,5804.5
257,16361
258,15048
259,4870
260,7572
261,5399.5
262,6823
263,5859.5
264,11323.5
265,7918.5
266,9528
267,5012
268,7141
269,4865
270,8664.5
271,7477
272,6251.5
273,6818
274,5791
275,8314
276,10032
277,5484
278,10407
279,7102
280,9747
281,5370
282,5692.5
283,5593
284,10567.5
285,6998.5
286,8396.5
