"Id","Sales"
1,0
1,4645
2,0
2,7682
3,0
3,10774
4,0
4,8420
5,0
5,8098
6,0
6,6275
7,0
7,7961
8,0
8,8058
9,0
9,5652
10,0
10,6152
11,0
11,7528
12,0
12,8407
13,0
13,7493
14,0
14,9741
15,0
15,6260
16,0
16,5134
17,0
17,5822
18,0
18,10159
19,0
19,11272
20,0
20,10496
21,0
21,8039
22,0
22,4520
23,0
23,6660
24,0
24,4760
25,0
25,8146
26,0
26,12373
27,0
27,9491
28,0
28,6007
29,0
29,5596
30,0
30,4707
31,0
31,5996
32,0
32,10853
33,0
33,6796
34,0
34,5481
35,0
35,5787
36,0
36,7908
37,0
37,3940
38,0
38,7847
39,0
39,5032
40,0
40,7402
41,0
41,7024
42,0
42,5876
43,0
43,8401
44,0
44,7938
45,0
45,5156
46,0
46,7064
47,0
47,9031
48,0
48,12544
49,0
49,6177
50,0
50,8657
51,0
51,8064
52,0
52,9007
53,0
53,7393
54,0
54,9694
55,0
55,4756
56,0
56,5158
57,0
57,6349
58,0
58,7032
59,0
59,9876
60,0
60,7699
61,0
61,6371
62,0
62,8541
63,0
63,7188
64,0
64,10772
65,0
65,4024
66,0
66,13445
67,0
67,5102
68,0
68,6200
69,0
69,8879
70,0
70,4751
71,0
71,7005
72,0
72,6470
73,0
73,7964
74,0
74,5894
75,0
75,6047
76,0
76,8509
77,0
77,8655
78,0
78,7295
79,0
79,5347
80,0
80,7756
81,0
81,12621
82,0
82,6601
83,0
83,5193
84,0
84,7024
85,0
85,6438
86,0
86,5736
87,0
87,7767
88,0
88,3921
89,0
89,8674
90,0
90,6047
91,0
91,7380
92,0
92,8593
93,0
93,4456
94,0
94,6064
95,0
95,5529
96,0
96,8754
97,0
97,9152
98,0
98,5567
99,0
99,4987
100,0
100,7928
101,0
101,6507
102,0
102,6177
103,0
103,8101
104,0
104,6841
105,0
105,8028
106,0
106,5757
107,0
107,4605
108,0
108,6597
109,0
109,8599
110,0
110,9150
111,0
111,8702
112,0
112,8389
113,0
113,6019
114,0
114,9730
115,0
115,5991
116,0
116,7587
117,0
117,10322
118,0
118,6462
119,0
119,10797
120,0
120,8328
121,0
121,8548
122,0
122,6130
123,0
123,7253
124,0
124,8524
125,0
125,8070
126,0
126,4176
127,0
127,5966
128,0
128,8284
129,0
129,6345
130,0
130,4607
131,0
131,9191
132,0
132,6736
133,0
133,6186
134,0
134,6971
135,0
135,5563
136,0
136,7923
137,0
137,8262
138,0
138,7250
139,0
139,5812
140,0
140,5704
141,0
141,6953
142,0
142,4278
143,0
143,6673
144,0
144,5627
145,0
145,9207
146,0
146,7832
147,0
147,6892
148,0
148,13671
149,0
149,5587
150,0
150,5131
151,0
151,10916
152,0
152,7341
153,0
153,8715
154,0
154,8294
155,0
155,6015
156,0
156,6686
157,0
157,5883
158,0
158,8899
159,0
159,12063
160,0
160,7462
161,0
161,3543
162,0
162,4986
163,0
163,9232
164,0
164,8846
165,0
165,6851
166,0
166,7357
167,0
167,5523
168,0
168,5323
169,0
169,3547
170,0
170,5041
171,0
