"Id","Sales"
1,5020
2,7909
3,10996
4,8658
5,8113
6,6275
7,7961
8,7996
9,5921
10,6152
11,8501
12,8407
13,7493
14,9741
15,6018
16,5134
17,5822
18,10703
19,12263
20,10270
21,7713
22,4520
23,6712
24,5445
25,8146
26,12373
27,9954
28,6007
29,5596
30,4707
31,5219
32,10853
33,6793
34,6063
35,4819
36,7908
37,3940
38,8095
39,5032
40,7402
41,7024
42,6797
43,8401
44,8163
45,5156
46,7064
47,9316
48,12544
49,6177
50,8816
51,8701
52,10252
53,7484
54,9432
55,4756
56,5158
57,6349
58,7039
59,9923
60,7699
61,6517
62,8690
63,7321
64,10772
65,3827
66,13429
67,5100
68,6200
69,8879
70,5661
71,6768
72,6470
73,7964
74,6173
75,6046
76,7801
77,9049
78,7985
79,5347
80,8132
81,12438
82,7750
83,5561
84,7024
85,6438
86,5736
87,8263
88,3921
89,9273
90,6079
91,6999
92,9062
93,4456
94,6064
95,5647
96,8895
97,8023
98,5702
99,4987
100,7928
101,6568
102,6177
103,8026
104,6363
105,8155
106,6469
107,4605
108,6740
109,8599
110,9201
111,8702
112,8504
113,5595
114,10217
115,6160
116,7587
117,10311
118,6074
119,11694
120,9071
121,8684
122,6442
123,7253
124,8551
125,8070
126,4176
127,6009
128,8711
129,6345
130,4771
131,8999
132,6736
133,5955
134,7444
135,5539
136,8223
137,8262
138,7250
139,5812
140,6066
141,6690
142,4278
143,6710
144,6391
145,9207
146,8318
147,6892
148,13671
149,6088
150,5131
151,10916
152,7882
153,8715
154,8272
155,6015
156,6511
157,5883
158,8646
159,13310
160,7779
161,3543
162,4986
163,9232
164,8846
165,6851
166,7357
167,5672
168,5323
169,3664
170,4798
171,7016
172,7791
173,7021
174,6565
175,9036
176,10159
177,8411
178,5234
179,10358
180,10327
181,6172
182,7572
183,5727
184,6351
185,4885
186,7620
187,4956
188,9978
189,8369
190,9056
191,8449
192,7034
193,10386
194,20061
195,12166
196,5947
197,2933
198,6574
199,8826
200,6152
201,12933
202,21595
203,4077
204,6648
205,11196
206,5362
207,8465
208,7656
209,8698
210,5931
211,6350
212,7427
213,9174
214,10603
215,7040
216,6846
217,9079
218,5950
219,5401
220,8036
221,5825
222,6271
223,7476
224,7660
225,6148
226,7898
227,8078
228,8794
229,9670
230,8095
231,6280
232,4099
233,6932
234,7433
235,6465
236,5248
237,9306
238,7972
239,10935
240,7542
241,6067
242,5795
243,5304
244,10696
245,5509
246,8175
247,17191
248,7654
249,8266
250,6231
251,4633
252,7316
253,4187
254,6426
255,11957
256,5500
257,16308
258,14491
259,5571
260,6921
261,5511
262,8354
263,5962
264,12837
265,8342
266,10488
267,4207
268,7929
269,5716
270,8471
271,7677
272,6485
273,7748
274,6839
275,8875
276,11527
277,6381
278,10615
279,6665
280,10216
281,5584
282,6098
283,6021
284,12056
285,6793
286,9323
287,7563
288,9774
289,4909
290,9697
291,7677
292,4588
293,14537
294,19194
295,7412
296,7286
297,10764
298,10978
299,12187
300,6286
301,7198
302,6349
303,8733
304,3829
305,6696
306,6748
307,5981
308,8011
309,5879
310,5185
311,7777
312,4534
313,5025
314,7990
315,6812
316,10300
317,8663
318,8569
319,7228
320,7257
321,12802
322,7434
323,5810
324,5060
325,9802
326,5178
327,7291
328,3150
329,5125
330,7781
331,6861
332,5708
333,9298
334,10765
335,13535
336,7092
337,10778
338,3055
339,5649
340,6399
341,5020
342,9424
343,5364
344,5955
345,9029
346,10733
347,12088
348,6385
349,6000
350,12066
351,8559
352,7212
353,5580
354,7450
355,10847
356,4744
357,6819
358,8418
359,8819
360,14503
361,6345
362,12576
363,7545
364,5905
365,4171
366,5884
367,6842
368,6485
369,8608
370,4966
371,5317
372,8633
373,3621
374,8440
375,7718
376,8272
377,9179
378,6577
379,9051
380,6953
381,5830
382,6293
383,5612
384,11665
385,8126
386,5647
387,7394
388,8691
389,8006
390,6228
391,8937
392,5990
393,6882
394,5583
395,10131
396,6710
397,7274
398,6959
399,6309
400,4281
401,6260
402,8835
403,9636
404,10469
405,11881
406,9760
407,7993
408,5277
409,11119
410,11272
411,9022
412,9373
413,8636
414,6040
415,4721
416,11835
417,6891
418,7545
419,6132
420,3309
421,12778
422,6142
423,4710
424,5056
425,5670
426,7461
427,8724
428,6815
429,5546
430,5401
431,4111
432,3603
433,7883
434,18577
435,4898
436,6413
437,6938
438,5900
439,5983
440,5181
441,4331
442,8244
443,7687
444,4298
445,9902
446,5872
447,5382
448,12157
449,8129
450,10705
451,5747
452,6998
453,5301
454,6283
455,14814
456,9838
457,7447
458,6148
459,5654
460,6330
461,5351
462,12571
463,5115
464,5570
465,9309
466,4844
467,7007
468,8324
469,7673
470,8895
471,4534
472,5502
473,7158
474,10089
475,8137
476,8095
477,5208
478,8725
479,6807
480,0
481,7188
482,7864
483,6667
484,7278
485,7670
486,6677
487,6019
488,8206
489,7110
490,6849
491,10118
492,6723
493,4718
494,12687
495,6260
496,3273
497,8543
498,8370
499,11443
500,5971
501,6838
502,7003
503,7372
504,6529
505,8693
506,3132
507,6264
508,6814
509,5801
510,6156
511,7049
512,8673
513,6120
514,8471
515,8834
516,9417
517,5274
518,7472
519,7766
520,8712
521,8829
522,5821
523,10091
524,7761
525,8617
526,5613
527,4686
528,8672
529,6202
530,9416
531,7416
532,5646
533,9180
534,7397
535,7317
536,8702
537,7159
538,9953
539,11477
540,7823
541,5472
542,5862
543,4981
544,0
545,9108
546,6386
547,9525
548,5404
549,6229
550,7100
551,9881
552,5451
553,5277
554,5646
555,8272
556,6454
557,8264
558,8579
559,8521
560,8476
561,7807
562,6820
563,5119
564,5511
565,10659
566,9700
567,9440
568,14531
569,5801
570,4595
571,6719
572,9761
573,10692
574,7682
575,9436
576,8992
577,7654
578,7357
579,5734
580,4817
581,5842
582,4734
583,5797
584,8972
585,18426
586,7813
587,5199
588,7755
589,5099
590,6933
591,4928
592,9457
593,7123
594,6890
595,15365
596,11760
597,5731
598,7440
599,4301
600,5881
601,6078
602,9411
603,5265
604,5116
605,6196
606,5901
607,6938
608,7516
609,3782
610,7534
611,9201
612,8267
613,5127
614,4996
615,8820
616,5269
617,9997
618,5162
619,6211
620,7903
621,6581
622,5323
623,6383
624,7660
625,9477
626,11094
627,6163
628,4669
629,6842
630,6338
631,5481
632,6752
633,7097
634,12223
635,9627
636,7076
637,8813
638,5335
639,9635
640,6233
641,13681
642,7117
643,5672
644,5866
645,4470
646,7462
647,18658
648,4471
649,5090
650,10165
651,6425
652,7703
653,8742
654,6081
655,6177
656,5199
657,10916
658,7423
659,8167
660,8250
661,5179
662,8123
663,6817
664,4156
665,9337
666,9520
667,4875
668,7545
669,7662
670,5850
671,10305
672,7343
673,7918
674,5345
675,5690
676,7128
677,0
678,8209
679,4820
680,6491
681,4972
682,6669
683,5942
684,7840
685,7265
686,9879
687,6378
688,7550
689,6326
690,9120
691,10170
692,7672
693,3513
694,6500
695,8654
696,4100
697,12042
698,6020
699,7319
700,11543
701,7291
702,4874
703,11706
704,10606
705,6567
706,9898
707,11316
708,7100
709,5463
710,7245
711,6964
712,6748
713,7210
714,5276
715,7014
716,6983
717,6892
718,8549
719,7119
720,7353
721,5720
722,8401
723,6914
724,6994
725,6763
726,8106
727,10397
728,5708
729,5043
730,7032
731,7766
732,7812
733,5047
734,5041
735,7638
736,8759
737,6436
738,8117
739,6019
740,6803
741,5129
742,3894
743,8023
744,6824
745,7332
746,9207
747,8953
748,4807
749,9543
750,4464
751,3173
752,7422
753,12905
754,8483
755,7347
756,4495
757,6407
758,8881
759,6663
760,9752
761,5630
762,4839
763,5933
764,6456
765,5093
766,5506
767,5764
768,4741
769,7328
770,6811
771,5744
772,6878
773,8272
774,6883
775,5304
776,10570
777,6694
778,5340
779,3729
780,11021
781,7448
782,6258
783,8975
784,8557
785,8066
786,6506
787,8714
788,9749
789,13030
790,5374
791,5504
792,5582
793,7650
794,6769
795,8845
796,9822
797,6012
798,4770
799,5404
800,11719
801,5449
802,9009
803,4029
804,8183
805,8735
806,7868
807,9142
808,7340
809,4065
810,6945
811,7404
812,9794
813,7725
814,8668
815,7165
816,4956
817,9667
818,5147
819,9473
820,6949
821,4419
822,7878
823,7361
824,7739
825,9831
826,4269
827,5024
828,9267
829,9132
830,10622
831,5347
832,6748
833,7410
834,7293
835,5424
836,10464
837,9787
838,11318
839,4543
840,6231
841,0
842,9310
843,5303
844,11407
845,7349
846,6062
847,5989
848,4984
849,5560
850,6168
851,4948
852,4804
853,9263
854,7932
855,24395
856,6858
857,4782
858,8311
859,11024
860,7932
